orig_book_index	orig_chapter	orig_verse	orig_subverse	order_by	text
07O	6	28		66840	וישכימו אנשי העיר בבקר והנה נתץ מזבח הבעל והאשרה אשר־עליו כרתה ואת הפר השני העלה על־המזבח הבנוי׃
07O	6	29		66850	ויאמרו איש אל־רעהו מי עשה הדבר הזה וידרשו ויבקשו ויאמרו גדעון בן־יואש עשה הדבר הזה׃
07O	6	30		66860	ויאמרו אנשי העיר אל־יואש הוצא את־בנך וימת כי נתץ את־מזבח הבעל וכי כרת האשרה אשר־עליו׃
07O	6	31		66870	ויאמר יואש לכל אשר־עמדו עליו האתם ׀ תריבון לבעל אם־אתם תושיעון אותו אשר יריב לו יומת עד־הבקר אם־אלהים הוא ירב לו כי נתץ את־מזבחו׃
07O	6	32		66880	ויקרא־לו ביום־ההוא ירבעל לאמר ירב בו הבעל כי נתץ את־מזבחו׃  פ
07O	6	33		66890	וכל־מדין ועמלק ובני־קדם נאספו יחדו ויעברו ויחנו בעמק יזרעאל׃
07O	6	34		66900	ורוח יהוה לבשה את־גדעון ויתקע בשופר ויזעק אביעזר אחריו׃
07O	6	35		66910	ומלאכים שלח בכל־מנשה ויזעק גם־הוא אחריו ומלאכים שלח באשר ובזבלון ובנפתלי ויעלו לקראתם׃
07O	6	36		66920	ויאמר גדעון אל־האלהים אם־ישך מושיע בידי את־ישראל כאשר דברת׃
07O	6	37		66930	הנה אנכי מציג את־גזת הצמר בגרן אם טל יהיה על־הגזה לבדה ועל־כל־הארץ חרב וידעתי כי־תושיע בידי את־ישראל כאשר דברת׃
07O	6	38		66940	ויהי־כן וישכם ממחרת ויזר את־הגזה וימץ טל מן־הגזה מלוא הספל מים׃
07O	6	39		66950	ויאמר גדעון אל־האלהים אל־יחר אפך בי ואדברה אך הפעם אנסה נא־רק־הפעם בגזה יהי־נא חרב אל־הגזה לבדה ועל־כל־הארץ יהיה־טל׃
07O	6	40		66960	ויעש אלהים כן בלילה ההוא ויהי־חרב אל־הגזה לבדה ועל־כל־הארץ היה טל׃  פ
07O	7	1		66970	וישכם ירבעל הוא גדעון וכל־העם אשר אתו ויחנו על־עין חרד ומחנה מדין היה־לו מצפון מגבעת המורה בעמק׃
07O	7	2		66980	ויאמר יהוה אל־גדעון רב העם אשר אתך מתתי את־מדין בידם פן־יתפאר עלי ישראל לאמר ידי הושיעה לי׃
07O	7	3		66990	ועתה קרא נא באזני העם לאמר מי־ירא וחרד ישב ויצפר מהר הגלעד וישב מן־העם עשרים ושנים אלף ועשרת אלפים נשארו׃    ס
07O	7	4		67000	ויאמר יהוה אל־גדעון עוד העם רב הורד אותם אל־המים ואצרפנו לך שם והיה אשר אמר אליך זה ׀ ילך אתך הוא ילך אתך וכל אשר־אמר אליך זה לא־ילך עמך הוא לא ילך׃
07O	7	5		67010	ויורד את־העם אל־המים    ס   ויאמר יהוה אל־גדעון כל אשר־ילק בלשונו מן־המים כאשר ילק הכלב תציג אותו לבד וכל אשר־יכרע על־ברכיו לשתות׃
07O	7	6		67020	ויהי מספר המלקקים בידם אל־פיהם שלש מאות איש וכל יתר העם כרעו על־ברכיהם לשתות מים׃    ס
07O	7	7		67030	ויאמר יהוה אל־גדעון בשלש מאות האיש המלקקים אושיע אתכם ונתתי את־מדין בידך וכל־העם ילכו איש למקמו׃
07O	7	8		67040	ויקחו את־צדה העם בידם ואת שופרתיהם ואת כל־איש ישראל שלח איש לאהליו ובשלש־מאות האיש החזיק ומחנה מדין היה לו מתחת בעמק׃  פ
07O	7	9		67050	ויהי בלילה ההוא ויאמר אליו יהוה קום רד במחנה כי נתתיו בידך׃
07O	7	10		67060	ואם־ירא אתה לרדת רד אתה ופרה נערך אל־המחנה׃
07O	7	11		67070	ושמעת מה־ידברו ואחר תחזקנה ידיך וירדת במחנה וירד הוא ופרה נערו אל־קצה החמשים אשר במחנה׃
07O	7	12		67080	ומדין ועמלק וכל־בני־קדם נפלים בעמק כארבה לרב ולגמליהם אין מספר כחול שעל־שפת הים לרב׃
07O	7	13		67090	ויבא גדעון והנה־איש מספר לרעהו חלום ויאמר הנה חלום חלמתי והנה [צלול כ] (צליל ק) לחם שערים מתהפך במחנה מדין ויבא עד־האהל ויכהו ויפל ויהפכהו למעלה ונפל האהל׃
07O	7	14		67100	ויען רעהו ויאמר אין זאת בלתי אם־חרב גדעון בן־יואש איש ישראל נתן האלהים בידו את־מדין ואת־כל־המחנה׃  פ
07O	7	15		67110	ויהי כשמע גדעון את־מספר החלום ואת־שברו וישתחו וישב אל־מחנה ישראל ויאמר קומו כי־נתן יהוה בידכם את־מחנה מדין׃
07O	7	16		67120	ויחץ את־שלש־מאות האיש שלשה ראשים ויתן שופרות ביד־כלם וכדים רקים ולפדים בתוך הכדים׃
07O	7	17		67130	ויאמר אליהם ממני תראו וכן תעשו והנה אנכי בא בקצה המחנה והיה כאשר־אעשה כן תעשון׃
07O	7	18		67140	ותקעתי בשופר אנכי וכל־אשר אתי ותקעתם בשופרות גם־אתם סביבות כל־המחנה ואמרתם ליהוה ולגדעון׃  פ
07O	7	19		67150	ויבא גדעון ומאה־איש אשר־אתו בקצה המחנה ראש האשמרת התיכונה אך הקם הקימו את־השמרים ויתקעו בשופרות ונפוץ הכדים אשר בידם׃
07O	7	20		67160	ויתקעו שלשת הראשים בשופרות וישברו הכדים ויחזיקו ביד־שמאולם  בלפדים וביד־ימינם השופרות לתקוע ויקראו חרב ליהוה ולגדעון׃
07O	7	21		67170	ויעמדו איש תחתיו סביב למחנה וירץ כל־המחנה ויריעו [ויניסו כ] (וינוסו׃ ק)
07O	7	22		67180	ויתקעו שלש־מאות השופרות וישם יהוה את חרב איש ברעהו ובכל־המחנה וינס המחנה עד־בית השטה צררתה עד שפת־אבל מחולה על־טבת׃
07O	7	23		67190	ויצעק איש־ישראל מנפתלי ומן־אשר ומן־כל־מנשה וירדפו אחרי מדין׃
07O	7	24		67200	ומלאכים שלח גדעון בכל־הר אפרים לאמר רדו לקראת מדין ולכדו להם את־המים עד בית ברה ואת־הירדן ויצעק כל־איש אפרים וילכדו את־המים עד בית ברה ואת־הירדן׃
07O	7	25		67210	וילכדו שני־שרי מדין את־ערב ואת־זאב ויהרגו את־עורב בצור־עורב ואת־זאב הרגו ביקב־זאב וירדפו אל־מדין וראש־ערב וזאב הביאו אל־גדעון מעבר לירדן׃
07O	8	1		67220	ויאמרו אליו איש אפרים מה־הדבר הזה עשית לנו לבלתי קראות לנו כי הלכת להלחם במדין ויריבון אתו בחזקה׃
07O	8	2		67230	ויאמר אליהם מה־עשיתי עתה ככם הלוא טוב עללות אפרים מבציר אביעזר׃
07O	8	3		67240	בידכם נתן אלהים את־שרי מדין את־ערב ואת־זאב ומה־יכלתי עשות ככם אז רפתה רוחם מעליו בדברו הדבר הזה׃
07O	8	4		67250	ויבא גדעון הירדנה עבר הוא ושלש־מאות האיש אשר אתו עיפים ורדפים׃
07O	8	5		67260	ויאמר לאנשי סכות תנו־נא ככרות לחם לעם אשר ברגלי כי־עיפים הם ואנכי רדף אחרי זבח וצלמנע מלכי מדין׃
07O	8	6		67270	ויאמר שרי סכות הכף זבח וצלמנע עתה בידך כי־נתן לצבאך לחם׃
07O	8	7		67280	ויאמר גדעון לכן בתת יהוה את־זבח ואת־צלמנע בידי ודשתי את־בשרכם את־קוצי המדבר ואת־הברקנים׃
07O	8	8		67290	ויעל משם פנואל וידבר אליהם כזאת ויענו אותו אנשי פנואל כאשר ענו אנשי סכות׃
07O	8	9		67300	ויאמר גם־לאנשי פנואל לאמר בשובי בשלום אתץ את־המגדל הזה׃  פ
07O	8	10		67310	וזבח וצלמנע בקרקר ומחניהם עמם כחמשת עשר אלף כל הנותרים מכל מחנה בני־קדם והנפלים מאה ועשרים אלף איש שלף חרב׃
07O	8	11		67320	ויעל גדעון דרך השכוני באהלים מקדם לנבח ויגבהה ויך את־המחנה והמחנה היה בטח׃
07O	8	12		67330	וינוסו זבח וצלמנע וירדף אחריהם וילכד את־שני ׀ מלכי מדין את־זבח ואת־צלמנע וכל־המחנה החריד׃
07O	8	13		67340	וישב גדעון בן־יואש מן־המלחמה מלמעלה החרס׃
07O	8	14		67350	וילכד־נער מאנשי סכות וישאלהו ויכתב אליו את־שרי סכות ואת־זקניה שבעים ושבעה איש׃
07O	8	15		67360	ויבא אל־אנשי סכות ויאמר הנה זבח וצלמנע אשר חרפתם אותי לאמר הכף זבח וצלמנע עתה בידך כי נתן לאנשיך היעפים לחם׃
07O	8	16		67370	ויקח את־זקני העיר ואת־קוצי המדבר ואת־הברקנים וידע בהם את אנשי סכות׃
07O	8	17		67380	ואת־מגדל פנואל נתץ ויהרג את־אנשי העיר׃
07O	8	18		67390	ויאמר אל־זבח ואל־צלמנע איפה האנשים אשר הרגתם בתבור ויאמרו כמוך כמוהם אחד כתאר בני המלך׃
07O	8	19		67400	ויאמר אחי בני־אמי הם חי־יהוה לו החיתם אותם לא הרגתי אתכם׃
07O	8	20		67410	ויאמר ליתר בכורו קום הרג אותם ולא־שלף הנער חרבו כי ירא כי עודנו נער׃
07O	8	21		67420	ויאמר זבח וצלמנע קום אתה ופגע־בנו כי כאיש גבורתו ויקם גדעון ויהרג את־זבח ואת־צלמנע ויקח את־השהרנים אשר בצוארי גמליהם׃
07O	8	22		67430	ויאמרו איש־ישראל אל־גדעון משל־בנו גם־אתה גם־בנך גם בן־בנך כי הושעתנו מיד מדין׃
07O	8	23		67440	ויאמר אלהם גדעון לא־אמשל אני בכם ולא־ימשל בני בכם יהוה ימשל בכם׃
07O	8	24		67450	ויאמר אלהם גדעון אשאלה מכם שאלה ותנו־לי איש נזם שללו כי־נזמי זהב להם כי ישמעאלים הם׃
07O	8	25		67460	ויאמרו נתון נתן ויפרשו את־השמלה וישליכו שמה איש נזם שללו׃
07O	8	26		67470	ויהי משקל נזמי הזהב אשר שאל אלף ושבע־מאות זהב לבד מן־השהרנים והנטפות ובגדי הארגמן שעל מלכי מדין ולבד מן־הענקות אשר בצוארי גמליהם׃
07O	8	27		67480	ויעש אותו גדעון לאפוד ויצג אותו בעירו בעפרה ויזנו כל־ישראל אחריו שם ויהי לגדעון ולביתו למוקש׃
07O	8	28		67490	ויכנע מדין לפני בני ישראל ולא יספו לשאת ראשם ותשקט הארץ ארבעים שנה בימי גדעון׃  פ
07O	8	29		67500	וילך ירבעל בן־יואש וישב בביתו׃
07O	8	30		67510	ולגדעון היו שבעים בנים יצאי ירכו כי־נשים רבות היו לו׃
07O	8	31		67520	ופילגשו אשר בשכם ילדה־לו גם־היא בן וישם את־שמו אבימלך׃
07O	8	32		67530	וימת גדעון בן־יואש בשיבה טובה ויקבר בקבר יואש אביו בעפרה אבי העזרי׃  פ
07O	8	33		67540	ויהי כאשר מת גדעון וישובו בני ישראל ויזנו אחרי הבעלים וישימו להם בעל ברית לאלהים׃
07O	8	34		67550	ולא זכרו בני ישראל את־יהוה אלהיהם המציל אותם מיד כל־איביהם מסביב׃
07O	8	35		67560	ולא־עשו חסד עם־בית ירבעל גדעון ככל־הטובה אשר עשה עם־ישראל׃  פ
07O	9	1		67570	וילך אבימלך בן־ירבעל שכמה אל־אחי אמו וידבר אליהם ואל־כל־משפחת בית־אבי אמו לאמר׃
07O	9	2		67580	דברו־נא באזני כל־בעלי שכם מה־טוב לכם המשל בכם שבעים איש כל בני ירבעל אם־משל בכם איש אחד וזכרתם כי־עצמכם ובשרכם אני׃
07O	9	3		67590	וידברו אחי־אמו עליו באזני כל־בעלי שכם את כל־הדברים האלה ויט לבם אחרי אבימלך כי אמרו אחינו הוא׃
07O	9	4		67600	ויתנו־לו שבעים כסף מבית בעל ברית וישכר בהם אבימלך אנשים ריקים ופחזים וילכו אחריו׃
07O	9	5		67610	ויבא בית־אביו עפרתה ויהרג את־אחיו בני־ירבעל שבעים איש על־אבן אחת ויותר יותם בן־ירבעל הקטן כי נחבא׃    ס
07O	9	6		67620	ויאספו כל־בעלי שכם וכל־בית מלוא וילכו וימליכו את־אבימלך למלך עם־אלון מצב אשר בשכם׃
07O	9	7		67630	ויגדו ליותם וילך ויעמד בראש הר־גרזים וישא קולו ויקרא ויאמר להם שמעו אלי בעלי שכם וישמע אליכם אלהים׃
07O	9	8		67640	הלוך הלכו העצים למשח עליהם מלך ויאמרו לזית [מלוכה כ] (מלכה ק) עלינו׃
07O	9	9		67650	ויאמר להם הזית החדלתי את־דשני אשר־בי יכבדו אלהים ואנשים והלכתי לנוע על־העצים׃
07O	9	10		67660	ויאמרו העצים לתאנה לכי־את מלכי עלינו׃
07O	9	11		67670	ותאמר להם התאנה החדלתי את־מתקי ואת־תנובתי הטובה והלכתי לנוע על־העצים׃
07O	9	12		67680	ויאמרו העצים לגפן לכי־את [מלוכי כ] (מלכי ק) עלינו׃
07O	9	13		67690	ותאמר להם הגפן החדלתי את־תירושי המשמח אלהים ואנשים והלכתי לנוע על־העצים׃
07O	9	14		67700	ויאמרו כל־העצים אל־האטד לך אתה מלך־עלינו׃
07O	9	15		67710	ויאמר האטד אל־העצים אם באמת אתם משחים אתי למלך עליכם באו חסו בצלי ואם־אין תצא אש מן־האטד ותאכל את־ארזי הלבנון׃
07O	9	16		67720	ועתה אם־באמת ובתמים עשיתם ותמליכו את־אבימלך ואם־טובה עשיתם עם־ירבעל ועם־ביתו ואם־כגמול ידיו עשיתם לו׃
07O	9	17		67730	אשר־נלחם אבי עליכם וישלך את־נפשו מנגד ויצל אתכם מיד מדין׃
07O	9	18		67740	ואתם קמתם על־בית אבי היום ותהרגו את־בניו שבעים איש על־אבן אחת ותמליכו את־אבימלך בן־אמתו על־בעלי שכם כי אחיכם הוא׃
07O	9	19		67750	ואם־באמת ובתמים עשיתם עם־ירבעל ועם־ביתו היום הזה שמחו באבימלך וישמח גם־הוא בכם׃
07O	9	20		67760	ואם־אין תצא אש מאבימלך ותאכל את־בעלי שכם ואת־בית מלוא ותצא אש מבעלי שכם ומבית מלוא ותאכל את־אבימלך׃
07O	9	21		67770	וינס יותם ויברח וילך בארה וישב שם מפני אבימלך אחיו׃  פ
07O	9	22		67780	וישר אבימלך על־ישראל שלש שנים׃
07O	9	23		67790	וישלח אלהים רוח רעה בין אבימלך ובין בעלי שכם ויבגדו בעלי־שכם באבימלך׃
07O	9	24		67800	לבוא חמס שבעים בני־ירבעל ודמם לשום על־אבימלך אחיהם אשר הרג אותם ועל בעלי שכם אשר־חזקו את־ידיו להרג את־אחיו׃
07O	9	25		67810	וישימו לו בעלי שכם מארבים על ראשי ההרים ויגזלו את כל־אשר־יעבר עליהם בדרך ויגד לאבימלך׃  פ
07O	9	26		67820	ויבא געל בן־עבד ואחיו ויעברו בשכם ויבטחו־בו בעלי שכם׃
07O	9	27		67830	ויצאו השדה ויבצרו את־כרמיהם וידרכו ויעשו הלולים ויבאו בית א‍להיהם ויאכלו וישתו ויקללו את־אבימלך׃
07O	9	28		67840	ויאמר ׀ געל בן־עבד מי־אבימלך ומי־שכם כי נעבדנו הלא בן־ירבעל וזבל פקידו עבדו את־אנשי חמור אבי שכם ומדוע נעבדנו אנחנו׃
07O	9	29		67850	ומי יתן את־העם הזה בידי ואסירה את־אבימלך ויאמר לאבימלך רבה צבאך וצאה׃
07O	9	30		67860	וישמע זבל שר־העיר את־דברי געל בן־עבד ויחר אפו׃
07O	9	31		67870	וישלח מלאכים אל־אבימלך בתרמה לאמר הנה געל בן־עבד ואחיו באים שכמה והנם צרים את־העיר עליך׃
07O	9	32		67880	ועתה קום לילה אתה והעם אשר־אתך וארב בשדה׃
07O	9	33		67890	והיה בבקר כזרח השמש תשכים ופשטת על־העיר והנה־הוא והעם אשר־אתו יצאים אליך ועשית לו כאשר תמצא ידך׃    ס
07O	9	34		67900	ויקם אבימלך וכל־העם אשר־עמו לילה ויארבו על־שכם ארבעה ראשים׃
07O	9	35		67910	ויצא געל בן־עבד ויעמד פתח שער העיר ויקם אבימלך והעם אשר־אתו מן־המארב׃
07O	9	36		67920	וירא־געל את־העם ויאמר אל־זבל הנה־עם יורד מראשי ההרים ויאמר אליו זבל את צל ההרים אתה ראה כאנשים׃    ס
07O	9	37		67930	ויסף עוד געל לדבר ויאמר הנה־עם יורדים מעם טבור הארץ וראש־אחד בא מדרך אלון מעוננים׃
07O	9	38		67940	ויאמר אליו זבל איה אפוא פיך אשר תאמר מי אבימלך כי נעבדנו הלא זה העם אשר מאסתה בו צא־נא עתה והלחם בו׃    ס
07O	9	39		67950	ויצא געל לפני בעלי שכם וילחם באבימלך׃
07O	9	40		67960	וירדפהו אבימלך וינס מפניו ויפלו חללים רבים עד־פתח השער׃
07O	9	41		67970	וישב אבימלך בארומה ויגרש זבל את־געל ואת־אחיו משבת בשכם׃
07O	9	42		67980	ויהי ממחרת ויצא העם השדה ויגדו לאבימלך׃
07O	9	43		67990	ויקח את־העם ויחצם לשלשה ראשים ויארב בשדה וירא והנה העם יצא מן־העיר ויקם עליהם ויכם׃
07O	9	44		68000	ואבימלך והראשים אשר עמו פשטו ויעמדו פתח שער העיר ושני הראשים פשטו על־כל־אשר בשדה ויכום׃
07O	9	45		68010	ואבימלך נלחם בעיר כל היום ההוא וילכד את־העיר ואת־העם אשר־בה הרג ויתץ את־העיר ויזרעה מלח׃  פ
07O	9	46		68020	וישמעו כל־בעלי מגדל־שכם ויבאו אל־צריח בית אל ברית׃
07O	9	47		68030	ויגד לאבימלך כי התקבצו כל־בעלי מגדל־שכם׃
07O	9	48		68040	ויעל אבימלך הר־צלמון הוא וכל־העם אשר־אתו ויקח אבימלך את־הקרדמות בידו ויכרת שוכת עצים וישאה וישם על־שכמו ויאמר אל־העם אשר־עמו מה ראיתם עשיתי מהרו עשו כמוני׃
07O	9	49		68050	ויכרתו גם־כל־העם איש שוכה וילכו אחרי אבימלך וישימו על־הצריח ויציתו עליהם את־הצריח באש וימתו גם כל־אנשי מגדל־שכם כאלף איש ואשה׃  פ
07O	9	50		68060	וילך אבימלך אל־תבץ ויחן בתבץ וילכדה׃
07O	9	51		68070	ומגדל־עז היה בתוך־העיר וינסו שמה כל־האנשים והנשים וכל בעלי העיר ויסגרו בעדם ויעלו על־גג המגדל׃
07O	9	52		68080	ויבא אבימלך עד־המגדל וילחם בו ויגש עד־פתח המגדל לשרפו באש׃
07O	9	53		68090	ותשלך אשה אחת פלח רכב על־ראש אבימלך ותרץ את־גלגלתו׃
07O	9	54		68100	ויקרא מהרה אל־הנער ׀ נשא כליו ויאמר לו שלף חרבך ומותתני פן־יאמרו לי אשה הרגתהו וידקרהו נערו וימת׃
07O	9	55		68110	ויראו איש־ישראל כי מת אבימלך וילכו איש למקמו׃
07O	9	56		68120	וישב אלהים את רעת אבימלך אשר עשה לאביו להרג את־שבעים אחיו׃
07O	9	57		68130	ואת כל־רעת אנשי שכם השיב אלהים בראשם ותבא אליהם קללת יותם בן־ירבעל׃  פ
07O	10	1		68140	ויקם אחרי אבימלך להושיע את־ישראל תולע בן־פואה בן־דודו איש יששכר והוא־ישב בשמיר בהר אפרים׃
07O	10	2		68150	וישפט את־ישראל עשרים ושלש שנה וימת ויקבר בשמיר׃  פ
07O	10	3		68160	ויקם אחריו יאיר הגלעדי וישפט את־ישראל עשרים ושתים שנה׃
07O	10	4		68170	ויהי־לו שלשים בנים רכבים על־שלשים עירים ושלשים עירים להם להם יקראו ׀ חות יאיר עד היום הזה אשר בארץ הגלעד׃
07O	10	5		68180	וימת יאיר ויקבר בקמון׃  פ
07O	10	6		68190	ויספו ׀ בני ישראל לעשות הרע בעיני יהוה ויעבדו את־הבעלים ואת־העשתרות ואת־אלהי ארם ואת־אלהי צידון ואת ׀ אלהי מואב ואת אלהי בני־עמון ואת אלהי פלשתים ויעזבו את־יהוה ולא עבדוהו׃
07O	10	7		68200	ויחר־אף יהוה בישראל וימכרם ביד־פלשתים וביד בני עמון׃
07O	10	8		68210	וירעצו וירצצו את־בני ישראל בשנה ההיא שמנה עשרה שנה את־כל־בני ישראל אשר בעבר הירדן בארץ האמרי אשר בגלעד׃
07O	10	9		68220	ויעברו בני־עמון את־הירדן להלחם גם־ביהודה ובבנימין ובבית אפרים ותצר לישראל מאד׃
07O	10	10		68230	ויזעקו בני ישראל אל־יהוה לאמר חטאנו לך וכי עזבנו את־אלהינו ונעבד את־הבעלים׃  פ
07O	10	11		68240	ויאמר יהוה אל־בני ישראל הלא ממצרים ומן־האמרי ומן־בני עמון ומן־פלשתים׃
07O	10	12		68250	וצידונים ועמלק ומעון לחצו אתכם ותצעקו אלי ואושיעה אתכם מידם׃
07O	10	13		68260	ואתם עזבתם אותי ותעבדו אלהים אחרים לכן לא־אוסיף להושיע אתכם׃
07O	10	14		68270	לכו וזעקו אל־האלהים אשר בחרתם בם המה יושיעו לכם בעת צרתכם׃
07O	10	15		68280	ויאמרו בני־ישראל אל־יהוה חטאנו עשה־אתה לנו ככל־הטוב בעיניך אך הצילנו נא היום הזה׃
07O	10	16		68290	ויסירו את־אלהי הנכר מקרבם ויעבדו את־יהוה ותקצר נפשו בעמל ישראל׃  פ
07O	10	17		68300	ויצעקו בני עמון ויחנו בגלעד ויאספו בני ישראל ויחנו במצפה׃
07O	10	18		68310	ויאמרו העם שרי גלעד איש אל־רעהו מי האיש אשר יחל להלחם בבני עמון יהיה לראש לכל ישבי גלעד׃  פ
07O	11	1		68320	ויפתח הגלעדי היה גבור חיל והוא בן־אשה זונה ויולד גלעד את־יפתח׃
07O	11	2		68330	ותלד אשת־גלעד לו בנים ויגדלו בני־האשה ויגרשו את־יפתח ויאמרו לו לא־תנחל בבית־אבינו כי בן־אשה אחרת אתה׃
07O	11	3		68340	ויברח יפתח מפני אחיו וישב בארץ טוב ויתלקטו אל־יפתח אנשים ריקים ויצאו עמו׃  פ
07O	11	4		68350	ויהי מימים וילחמו בני־עמון עם־ישראל׃
07O	11	5		68360	ויהי כאשר־נלחמו בני־עמון עם־ישראל וילכו זקני גלעד לקחת את־יפתח מארץ טוב׃
07O	11	6		68370	ויאמרו ליפתח לכה והייתה לנו לקצין ונלחמה בבני עמון׃
07O	11	7		68380	ויאמר יפתח לזקני גלעד הלא אתם שנאתם אותי ותגרשוני מבית אבי ומדוע באתם אלי עתה כאשר צר לכם׃
07O	11	8		68390	ויאמרו זקני גלעד אל־יפתח לכן עתה שבנו אליך והלכת עמנו ונלחמת בבני עמון והיית לנו לראש לכל ישבי גלעד׃
07O	11	9		68400	ויאמר יפתח אל־זקני גלעד אם־משיבים אתם אותי להלחם בבני עמון ונתן יהוה אותם לפני אנכי אהיה לכם לראש׃
07O	11	10		68410	ויאמרו זקני־גלעד אל־יפתח יהוה יהיה שמע בינותינו אם־לא כדברך כן נעשה׃
07O	11	11		68420	וילך יפתח עם־זקני גלעד וישימו העם אותו עליהם לראש ולקצין וידבר יפתח את־כל־דבריו לפני יהוה במצפה׃  פ
07O	11	12		68430	וישלח יפתח מלאכים אל־מלך בני־עמון לאמר מה־לי ולך כי־באת אלי להלחם בארצי׃
07O	11	13		68440	ויאמר מלך בני־עמון אל־מלאכי יפתח כי־לקח ישראל את־ארצי בעלותו ממצרים מארנון ועד־היבק ועד־הירדן ועתה השיבה אתהן בשלום׃
07O	11	14		68450	ויוסף עוד יפתח וישלח מלאכים אל־מלך בני עמון׃
07O	11	15		68460	ויאמר לו כה אמר יפתח לא־לקח ישראל את־ארץ מואב ואת־ארץ בני עמון׃
07O	11	16		68470	כי בעלותם ממצרים וילך ישראל במדבר עד־ים־סוף ויבא קדשה׃
07O	11	17		68480	וישלח ישראל מלאכים ׀ אל־מלך אדום ׀ לאמר אעברה־נא בארצך ולא שמע מלך אדום וגם אל־מלך מואב שלח ולא אבה וישב ישראל בקדש׃
07O	11	18		68490	וילך במדבר ויסב את־ארץ אדום ואת־ארץ מואב ויבא ממזרח־שמש לארץ מואב ויחנון בעבר ארנון ולא־באו בגבול מואב כי ארנון גבול מואב׃
07O	11	19		68500	וישלח ישראל מלאכים אל־סיחון מלך־האמרי מלך חשבון ויאמר לו ישראל נעברה־נא בארצך עד־מקומי׃
07O	11	20		68510	ולא־האמין סיחון את־ישראל עבר בגבלו ויאסף סיחון את־כל־עמו ויחנו ביהצה וילחם עם־ישראל׃
07O	11	21		68520	ויתן יהוה אלהי־ישראל את־סיחון ואת־כל־עמו ביד ישראל ויכום ויירש ישראל את כל־ארץ האמרי יושב הארץ ההיא׃
07O	11	22		68530	ויירשו את כל־גבול האמרי מארנון ועד־היבק ומן־המדבר ועד־הירדן׃
07O	11	23		68540	ועתה יהוה ׀ אלהי ישראל הוריש את־האמרי מפני עמו ישראל ואתה תירשנו׃
07O	11	24		68550	הלא את אשר יורישך כמוש אלהיך אותו תירש ואת כל־אשר הוריש יהוה אלהינו מפנינו אותו נירש׃
07O	11	25		68560	ועתה הטוב טוב אתה מבלק בן־צפור מלך מואב הרוב רב עם־ישראל אם־נלחם נלחם בם׃
07O	11	26		68570	בשבת ישראל בחשבון ובבנותיה ובערעור ובבנותיה ובכל־הערים אשר על־ידי ארנון שלש מאות שנה ומדוע לא־הצלתם בעת ההיא׃
07O	11	27		68580	ואנכי לא־חטאתי לך ואתה עשה אתי רעה להלחם בי ישפט יהוה השפט היום בין בני ישראל ובין בני עמון׃
07O	11	28		68590	ולא שמע מלך בני עמון אל־דברי יפתח אשר שלח אליו׃  פ
07O	11	29		68600	ותהי על־יפתח רוח יהוה ויעבר את־הגלעד ואת־מנשה ויעבר את־מצפה גלעד וממצפה גלעד עבר בני עמון׃
07O	11	30		68610	וידר יפתח נדר ליהוה ויאמר אם־נתון תתן את־בני עמון בידי׃
07O	11	31		68620	והיה היוצא אשר יצא מדלתי ביתי לקראתי בשובי בשלום מבני עמון והיה ליהוה והעליתהו עולה׃  פ
07O	11	32		68630	ויעבר יפתח אל־בני עמון להלחם בם ויתנם יהוה בידו׃
07O	11	33		68640	ויכם מערוער ועד־בואך מנית עשרים עיר ועד אבל כרמים מכה גדולה מאד ויכנעו בני עמון מפני בני ישראל׃  פ
07O	11	34		68650	ויבא יפתח המצפה אל־ביתו והנה בתו יצאת לקראתו בתפים ובמחלות ורק היא יחידה אין־לו ממנו בן או־בת׃
07O	11	35		68660	ויהי כראותו אותה ויקרע את־בגדיו ויאמר אהה בתי הכרע הכרעתני ואת היית  בעכרי ואנכי פציתי־פי אל־יהוה ולא אוכל לשוב׃
07O	11	36		68670	ותאמר אליו אבי פציתה את־פיך אל־יהוה עשה לי כאשר יצא מפיך אחרי אשר עשה לך יהוה נקמות מאיביך מבני עמון׃
07O	11	37		68680	ותאמר אל־אביה יעשה לי הדבר הזה הרפה ממני שנים חדשים ואלכה וירדתי על־ההרים ואבכה על־בתולי אנכי [ורעיתי כ] (ורעותי׃ ק)
07O	11	38		68690	ויאמר לכי וישלח אותה שני חדשים ותלך היא ורעותיה ותבך על־בתוליה על־ההרים׃
07O	11	39		68700	ויהי מקץ ׀ שנים חדשים ותשב אל־אביה ויעש לה את־נדרו אשר נדר והיא לא־ידעה איש ותהי־חק בישראל׃
07O	11	40		68710	מימים ׀ ימימה תלכנה בנות ישראל לתנות לבת־יפתח הגלעדי ארבעת ימים בשנה׃    ס
07O	12	1		68720	ויצעק איש אפרים ויעבר צפונה ויאמרו ליפתח מדוע ׀ עברת ׀ להלחם בבני־עמון ולנו לא קראת ללכת עמך ביתך נשרף עליך באש׃
07O	12	2		68730	ויאמר יפתח אליהם איש ריב הייתי אני ועמי ובני־עמון מאד ואזעק אתכם ולא־הושעתם אותי מידם׃
07O	12	3		68740	ואראה כי־אינך מושיע ואשימה נפשי בכפי ואעברה אל־בני עמון ויתנם יהוה בידי ולמה עליתם אלי היום הזה להלחם בי׃
